mean,final
0.9020473659038544,0.9020473659038544
0.8984810709953308,0.8984810709953308
0.896692618727684,0.8961987197399139
0.8964498341083527,0.8958373516798019
0.8953551352024078,0.8936067223548889
0.8942012786865234,0.8907557725906372
0.8728856146335602,0.8302347511053085
0.869684100151062,0.8220013529062271
0.8673623949289322,0.8159643262624741
0.8384835571050644,0.7535580545663834
0.8323050290346146,0.740643322467804
0.8357740789651871,0.7477918416261673
0.8328710794448853,0.7413091659545898
0.8078286647796631,0.6968236267566681
0.8030820786952972,0.6877329647541046
0.8053324967622757,0.6917360723018646
0.7991157174110413,0.6800594925880432
0.7729630321264267,0.6369121372699738
0.7744349986314774,0.6396179348230362
0.7778273373842239,0.6451797634363174
0.7437266409397125,0.5882960855960846
0.7425955086946487,0.5875192582607269
0.7457641363143921,0.5917045772075653
0.7449521571397781,0.5905261635780334
0.7173436284065247,0.5436150878667831
0.718086913228035,0.5445180088281631
0.7193281203508377,0.5462450087070465
0.6970369070768356,0.5141327083110809
0.6967457085847855,0.5157497152686119
0.6968279778957367,0.5146746933460236
0.6934703439474106,0.5099639445543289
0.6687939018011093,0.4736175090074539
0.6700550615787506,0.4751552864909172
0.6725552976131439,0.47673051059246063
0.6498405039310455,0.4463626444339752
0.6441676765680313,0.44008199125528336
0.6509634703397751,0.44869083911180496
0.657445028424263,0.4575759768486023
0.6328318119049072,0.4230825826525688
0.6409656554460526,0.4304114058613777
0.6377338767051697,0.4315895438194275
0.6395524442195892,0.43150611221790314
0.6254460364580154,0.41178736835718155
0.6180938631296158,0.4044828787446022
0.6269317269325256,0.41158002614974976
0.6121974140405655,0.39392300695180893
0.6091792434453964,0.3875018581748009
0.6051886528730392,0.38297928869724274
0.6061538904905319,0.38383062928915024
0.5894183963537216,0.3636809438467026
